MRPL13	GO:0003735
PSPH	GO:0004647
POLK	GO:0003684
BRCC3	GO:0005654
FAM175A	GO:0005634
DVL1	GO:0005829
MED28	GO:0003779
CDKL2	GO:0004672
LIFR	GO:0004923
ZWILCH	GO:0000278
LIMD2	GO:0008270
CFL2	GO:0015629
TPD52L2	GO:0005515
APPBP2	GO:0005737
RACGAP1	GO:0090307
TUBGCP4	GO:0000226
RAB11FIP3	GO:0030139
CCDC170	GO:0005515
ADPRHL2	GO:0004649
MGA	GO:0003677
SAE1	GO:0005634
ECHDC1	GO:0003824
KAT2A	GO:0008080
GPATCH2	GO:0003676
DEF6	GO:0005515
SAV1	GO:0005737
HJURP	GO:0005634
MYH7B	GO:0003774
ATOX1	GO:0030001
FZD8	GO:0000122
ARHGAP10	GO:0005096
ZBTB4	GO:0000122
CXXC5	GO:0005654
HIST1H2BM	GO:0000786
DHRS2	GO:0016491
GLG1	GO:0000139
TMEM199	GO:0005515
UGT2B4	GO:0009813
BPIFA2	GO:0001530
CDC16	GO:0000278
TM2D1	GO:0001540
STXBP3	GO:0005515
RANBP1	GO:0005622
FAM83A	GO:0005515
SPOCK2	GO:0005509
EME1	GO:0003677
NOL9	GO:0000448
SKA2	GO:0000940
RPS6KA1	GO:0004711
WDR5	GO:0000123
SLC39A7	GO:0016020
NEURL1	GO:0004842
PSMD6	GO:0005838
SARS2	GO:0004828
PCGF2	GO:0008270
WASF3	GO:0003779
CNTNAP1	GO:0016021
IFIT1	GO:0003723
NSUN2	GO:0000049
SCAF1	GO:0003723
ACAD10	GO:0016627
SIAH2	GO:0004842
CNTROB	GO:0005737
RBBP7	GO:0005634
CSN1S1	GO:0005215
HSD17B3	GO:0005789
TSHZ3	GO:0001656
SUPT5H	GO:0005634
TUBG2	GO:0000086
RBMX	GO:0000166
MYH2	GO:0003774
TRIM25	GO:0003700
VNN2	GO:0006807
SULT2B1	GO:0000103
MCM5	GO:0003678
RPN2	GO:0006487
TSPAN13	GO:0005887
FBXL7	GO:0000086
CCNB2	GO:0005634
CWF19L2	GO:0003824
LMTK3	GO:0004713
CA11	GO:0005576
TSPYL5	GO:0005515
SLC36A1	GO:0005280
FAM46A	GO:0005515
ANAPC7	GO:0000278
NOP16	GO:0042273
JMY	GO:0003713
COX11	GO:0005507
EMC1	GO:0072546
FNBP1L	GO:0006897
RABL6	GO:0005525
GARS	GO:0006426
HNRNPDL	GO:0000166
PIAS3	GO:0008152
PLCG2	GO:0004435
EPHA5	GO:0005004
HAX1	GO:0005515
CPNE7	GO:0005215
TLK2	GO:0004674
MCM4	GO:0005654
ZNF668	GO:0003700
ATRIP	GO:0005634
PNCK	GO:0004674
YPEL1	GO:0005634
SNTA1	GO:0002027
CETN3	GO:0005509
TACC1	GO:0000226
FOSL2	GO:0003700
WIPF1	GO:0003779
RPS6KA2	GO:0000287
NEK8	GO:0004674
PPP6C	GO:0000082
TMEM158	GO:0016021
SPAG6	GO:0005634
DCLRE1C	GO:0000014
LIG3	GO:0005737
FANCE	GO:0003674
RAD1	GO:0006281
DCTN1	GO:0005869
ZBTB10	GO:0003677
MCM6	GO:0000082
MR1	GO:0002367
GALNT6	GO:0000139
CLASP1	GO:0005828
BPIFA4P	GO:0005576
TMEM97	GO:0001558
NPB	GO:0001664
FASTKD2	GO:0004672
MIIP	GO:0005515
JMJD6	GO:0001822
MACROD1	GO:0005515
DUSP22	GO:0000122
SUSD2	GO:0005044
MYT1	GO:0001158
DHX36	GO:0003676
NDUFA6	GO:0005743
RAC2	GO:0005525
BARX2	GO:0000122
GTF2E1	GO:0043565
YPEL2	GO:0005730
PRDM10	GO:0003676
GPIHBP1	GO:0005622
USPL1	GO:0005515
ZFYVE26	GO:0000724
ATG12	GO:0000045
GCNT2	GO:0000139
FANCI	GO:0005634
DVL1P1	GO:0003674
GJC2	GO:0005243
CKAP5	GO:0000086
CITED1	GO:0005634
RAD17	GO:0005634
KLF17	GO:0003700
RHBDD2	GO:0004252
SPOP	GO:0001085
CETN2	GO:0000086
LSM2	GO:0000288
NUMA1	GO:0000139
IGHMBP2	GO:0000049
LAP3	GO:0004177
PKIB	GO:0004862
HOXA7	GO:0000122
PPP1R15B	GO:0000164
RAD23B	GO:0000502
STK3	GO:0000165
LSS	GO:0003824
PTPRM	GO:0004725
SARS	GO:0003723
PSMB3	GO:0004298
NET1	GO:0005089
URI1	GO:0019212
KIF26B	GO:0003777
EIF4G1	GO:0003723
BST2	GO:0002737
ZNF331	GO:0003676
NAV1	GO:0005524
TMEM135	GO:0005777
CT55	GO:0005515
ITIH5	GO:0004867
RRAS2	GO:0003924
RNF41	GO:0004842
TUBE1	GO:0003924
SMPD2	GO:0004767
MAGI3	GO:0004385
CYP4F11	GO:0004497
ENAH	GO:0001725
RNF115	GO:0004842
CD93	GO:0001849
NPM2	GO:0003676
PLCD4	GO:0004629
TRAPPC9	GO:0005783
SLC13A5	GO:0005215
ACOT13	GO:0005634
ISM1	GO:0005576
SART1	GO:0000481
NEK10	GO:0004672
LSP1	GO:0004871
TFAP2C	GO:0000977
FAM124B	GO:0005515
DNAJA2	GO:0006457
ICAM4	GO:0005178
DPF3	GO:0007399
PSMD1	GO:0000502
MSH4	GO:0000228
ZNF469	GO:0046872
TMEM43	GO:0005515
RPL36	GO:0003735
RBM10	GO:0000122
MORF4L1	GO:0005654
PITPNM3	GO:0005622
KATNA1	GO:0005524
CNTNAP4	GO:0007155
SLC13A2	GO:0005215
OTX1	GO:0000978
HSBP1	GO:0000122
INTU	GO:0005737
CUEDC2	GO:0005515
MLLT11	GO:0003674
ADAMTS8	GO:0004222
TENM3	GO:0007165
BUB3	GO:0000070
DCTD	GO:0004132
CCL16	GO:0005615
POLE	GO:0003677
GAS8	GO:0031514
CYP3A7	GO:0005506
SFR1	GO:0000724
FOXJ2	GO:0000978
TRIT1	GO:0005739
RBBP8	GO:0005654
PIGT	GO:0016255
CRIP2	GO:0008270
CDC34	GO:0000082
TOB1	GO:0003714
ICAM5	GO:0005178
TUBD1	GO:0003924
SEC16A	GO:0000139
ALG1	GO:0008152
RAD23A	GO:0003684
YBX3	GO:0000122
MARCO	GO:0002221
PRPF8	GO:0000386
KRT6A	GO:0002009
SCRIB	GO:0001843
MLF2	GO:0005515
CACNA2D2	GO:0005246
C1QA	GO:0005515
WBP2	GO:0000790
RALA	GO:0003924
BCAR3	GO:0002089
GTF2A1	GO:0005672
RPS27A	GO:0000082
CDK11A	GO:0005634
CALCOCO1	GO:0000790
CUL4A	GO:0031625
CDK11B	GO:0004672
MAP3K12	GO:0004672
GTF2F1	GO:0003677
RPA3	GO:0003677
TENM1	GO:0005576
LAMTOR3	GO:0005515
PRMT2	GO:0008469
EXTL3	GO:0006024
CDH5	GO:0001955
HBP1	GO:0005654
DDX54	GO:0003676
ABCC5	GO:0005524
KIF23	GO:0003777
PPAPDC1B	GO:0008195
TPD52L1	GO:0000086
INTS2	GO:0016180
NPEPL1	GO:0004177
SRXN1	GO:0005524
PRSS50	GO:0004298
RAB34	GO:0003924
ZNF350	GO:0003676
TUBG1	GO:0000930
TACC2	GO:0000226
KCNK5	GO:0005244
REV1	GO:0000287
SYNJ2BP	GO:0005515
PRPF31	GO:0000244
PSMC1	GO:0005524
PPM1E	GO:0004722
ATAD3B	GO:0005524
BABAM1	GO:0005634
PTPN9	GO:0004725
MLLT4	GO:0005654
SHARPIN	GO:0008270
RAD54L	GO:0003677
WASL	GO:0003779
CHMP2A	GO:0005622
PARD3	GO:0030054
RAB6C	GO:0003924
PRR5	GO:0001934
LIMA1	GO:0005737
IFT20	GO:0031514
NEK7	GO:0004674
RLIM	GO:0000122
PSPN	GO:0001658
OCM	GO:0005509
ACP2	GO:0003993
YPEL4	GO:0005730
QSOX1	GO:0005623
H2AFJ	GO:0000786
ANLN	GO:0000281
PPP4C	GO:0004721
GSTA2	GO:0004364
MAGED2	GO:0016020
HECW1	GO:0004842
ITIH2	GO:0004867
GINS1	GO:0000278
HSD17B8	GO:0003857
ST18	GO:0003700
GPSM2	GO:0005092
SLC20A1	GO:0005315
HIVEP1	GO:0003676
NR2F1	GO:0003707
MAP3K7CL	GO:0005515
RALGAPA2	GO:0005096
YPEL3	GO:0005730
PPFIBP2	GO:0003674
ZNF300	GO:0003676
STARD10	GO:0008289
SNRPB	GO:0000398
SPAG5	GO:0051301
ALOX12B	GO:0004052
OBFC1	GO:0000723
BAZ1B	GO:0000793
MEPE	GO:0001501
RUFY3	GO:0030175
DMRT1	GO:0000987
NT5C1B	GO:0000166
IRX4	GO:0003677
ASZ1	GO:0004871
CELSR2	GO:0001764
NAALAD2	GO:0004180
RAMP3	GO:0005622
COL22A1	GO:0005576
NUP155	GO:0005643
TRIM72	GO:0001778
SRBD1	GO:0003723
BUD13	GO:0000398
FNDC3A	GO:0000139
GMFG	GO:0034316
HSPA12B	GO:0005515
ZNF536	GO:0003676
CHRNG	GO:0004889
PSRC1	GO:0005654
UNC13C	GO:0007268
ZNF385D	GO:0003676
ACOX2	GO:0003995
TBC1D7	GO:0005096
NMBR	GO:0004946
DYSF	GO:0001778
RASIP1	GO:0007165
FMN2	GO:0005884
ITM2A	GO:0005515
ANK2	GO:0007165
SNTB1	GO:0003779
FN3KRP	GO:0016301
IDS	GO:0008152
CHRND	GO:0004889
A1BG	GO:0003674
IFNE	GO:0002250
CAV3	GO:0000139
KIFAP3	GO:0000794
RNF214	GO:0008270
FAM13C	GO:0005515
KLF3	GO:0003677
OR10J1	GO:0004930
TRPV2	GO:0005216
ATP4B	GO:0005515
CHRNA1	GO:0005230
TUBB1	GO:0003924
C2CD5	GO:0005509
PROZ	GO:0004252
SERP2	GO:0005783
ABCE1	GO:0005524
NCR1	GO:0005057
DEFB103A	GO:0005576
MED25	GO:0000122
PCBD2	GO:0006729
FGGY	GO:0005737
DGKB	GO:0004143
CLCC1	GO:0005783
TP53INP1	GO:0000045
KEL	GO:0004222
ACAA2	GO:0008152
PLS1	GO:0005509
KCNK16	GO:0005887
KCNJ15	GO:0005242
NKX6-1	GO:0003677
HMG20A	GO:0003682
RANGAP1	GO:0005096
KCNA10	GO:0005221
PEX5L	GO:0005778
KLF1	GO:0000790
CD300LG	GO:0001791
UBE2E2	GO:0008152
SNAP23	GO:0005484
KCTD12	GO:0008277
PDE3B	GO:0001525
GAS2	GO:0005856
SYT12	GO:0005509
IP6K1	GO:0005634
PEPD	GO:0008152
FN3K	GO:0005575
ZNF7	GO:0003676
KLF13	GO:0003676
IRGM	GO:0000139
SLC16A13	GO:0000139
TBC1D4	GO:0005096
GPD1	GO:0004367
MAGEE1	GO:0005515
USP2	GO:0005634
ZFAND3	GO:0003677
REG1B	GO:0008283
ANKRD23	GO:0005654
KCNJ4	GO:0005242
HPX	GO:0002639
CPSF2	GO:0005847
PPOX	GO:0016491
LRGUK	GO:0005524
CACNB3	GO:0005891
GRB14	GO:0007165
ITGB6	GO:0004872
BCL7B	GO:0003779
ATP5O	GO:0015986
SNX7	GO:0005768
NDUFB6	GO:0005654
ADAM30	GO:0004222
ISL1	GO:0005654
USP36	GO:0004197
KCNJ6	GO:0005242
STRA13	GO:0000712
ATP8A1	GO:0000287
SLC35G5	GO:0016021
KLF16	GO:0003676
RNASE6	GO:0003676
CCNL1	GO:0000079
NLRC5	GO:0000979
SNTG1	GO:0002230
WNT5B	GO:0005109
SCN1B	GO:0001518
ZBED3	GO:0003677
CNTNAP5	GO:0007155
SP6	GO:0003677
MED9	GO:0001104
PIGF	GO:0005789
TBL2	GO:0005783
ZNF239	GO:0003677
ZNF800	GO:0046872
SLC16A11	GO:0008028
MYL2	GO:0005509
COBLL1	GO:0003779
CHCHD2P9	GO:0005739
LY75	GO:0004872
GFPT2	GO:0008152
SLC25A22	GO:0006810
LRTM1	GO:0016021
PPP2R2C	GO:0000159
SLC2A11	GO:0005351
NPRL3	GO:0003281
MAN2A1	GO:0000139
ELMO2	GO:0007010
KLF14	GO:0003676
RAPGEF1	GO:0005085
NKX6-2	GO:0000122
RHOQ	GO:0005525
OASL	GO:0003725
TAS2R13	GO:0001580
OR52I1	GO:0004930
DEFB104A	GO:0005576
DNAJC3	GO:0004860
UGGT2	GO:0003980
CILP2	GO:0005578
CAPN9	GO:0004198
DNAJC11	GO:0005515
ATP10A	GO:0000287
SLC13A3	GO:0005215
ENSA	GO:0000086
MAP3K13	GO:0000186
MFSD9	GO:0005215
SORCS2	GO:0016021
TRPM1	GO:0005261
ARHGAP26	GO:0005096
TRIM68	GO:0005622
BCAT1	GO:0003824
ACOXL	GO:0003995
CMIP	GO:0005515
EXOG	GO:0000737
GATAD2A	GO:0005654
MRPS33	GO:0003735
STXBP5L	GO:0016021
ALDOB	GO:0004332
HIRA	GO:0000790
RND3	GO:0005525
GPD2	GO:0006072
SDF2	GO:0016020
ACOT2	GO:0006637
ATF6	GO:0000139
NDFIP2	GO:0000139
AP3S1	GO:0006886
STEAP1B	GO:0005887
PRPS1L1	GO:0000287
CLEC14A	GO:0016021
IRX3	GO:0001656
PDZRN3	GO:0007528
C4orf32	GO:0016021
NLRP6	GO:0005000
PPP1R2	GO:0004864
GDF3	GO:0001501
PBX4	GO:0003700
VSIG10	GO:0016021
CLEC2L	GO:0016021
MRPS9	GO:0003735
SGSM2	GO:0005096
CST1	GO:0001580
PCNXL2	GO:0016021
GPR20	GO:0004930
FITM2	GO:0003674
SLC1A7	GO:0006835
ZBED5	GO:0003677
MAN1A1	GO:0000139
KRT23	GO:0005198
AP3S2	GO:0008565
GORASP2	GO:0000139
PREX1	GO:0005089
SIK2	GO:0000287
CDH22	GO:0005509
SVIP	GO:0000139
PALM2	GO:0008360
OR2T4	GO:0004930
PITPNC1	GO:0005622
STK32C	GO:0004672
KCNK17	GO:0005244
L3MBTL3	GO:0003674
AGMO	GO:0005506
DOK5	GO:0000165
SEPT5	GO:0005525
MOB2	GO:0001934
PTPRS	GO:0004725
AMY2A	GO:0004556
ZFAND6	GO:0003677
MACF1	GO:0003779
LCORL	GO:0003677
PAPL	GO:0003993
PANK4	GO:0004594
SLC13A1	GO:0005215
KCNA7	GO:0005251
HIGD1C	GO:0016021
FRMD3	GO:0005737
MARCH1	GO:0008270
KCNQ3	GO:0005251
NUFIP2	GO:0003723
GABRB1	GO:0005230
PIGN	GO:0005789
TBC1D24	GO:0005096
UGDH	GO:0003979
ARPC2	GO:0005885
ERMARD	GO:0005789
TSPEAR	GO:0003674
CACNG3	GO:0005245
PCDH19	GO:0005509
KCNT1	GO:0005249
ISYNA1	GO:0004512
HSPBAP1	GO:0005515
GSTA3	GO:0004364
CDKL5	GO:0004672
EPGN	GO:0000187
DPM2	GO:0000506
CLCN1	GO:0005247
ARHGEF15	GO:0005089
MUSK	GO:0004714
GPR98	GO:0002142
GLRA3	GO:0005886
CLYBL	GO:0003824
FARS2	GO:0000049
KCNMB3	GO:0007268
KHDRBS3	GO:0003723
DLGAP2	GO:0007270
BCL9L	GO:0003713
BCKDK	GO:0004674
SZT2	GO:0003674
CAMSAP2	GO:0008017
SEPW1	GO:0005623
KCNQ5	GO:0005251
CAMK2D	GO:0004683
LGI4	GO:0005615
CLCN4	GO:0005216
KCND3	GO:0005515
CHD2	GO:0001046
GATM	GO:0005743
TRAPPC10	GO:0006891
KLHL17	GO:0016567
CACNB4	GO:0005245
GAMT	GO:0005829
CCNDBP1	GO:0051726
TK2	GO:0005524
AFF2	GO:0002151
CLCN2	GO:0005247
CNN3	GO:0003779
MBD5	GO:0003677
GRINA	GO:0016021
LGI2	GO:0005576
BRAT1	GO:0005515
STAMBP	GO:0005654
SCN3A	GO:0001518
GLRA2	GO:0005230
EFHC1	GO:0005509
NHLRC1	GO:0000209
RAB39B	GO:0003924
CRYL1	GO:0003857
KDM5C	GO:0003677
KIRREL2	GO:0016021
ARHGEF9	GO:0005089
ATXN10	GO:0005515
CPA6	GO:0004181
SLC4A10	GO:0005452
SNX25	GO:0038032
SEZ6	GO:0005615
HCN2	GO:0005222
KCNIP2	GO:0005509
MYL12A	GO:0005509
ADCY6	GO:0003091
ATP1A3	GO:0005391
CMTM7	GO:0016021
UCN2	GO:0001664
GOLGB1	GO:0005794
GNA15	GO:0001664
TPCN1	GO:0005245
TICAM1	GO:0007165
TPCN2	GO:0005245
HSPB7	GO:0005515
EYA4	GO:0004725
OTUD7A	GO:0003677
ALAS2	GO:0003870
PARVA	GO:0003779
DHRS11	GO:0016491
USP3	GO:0004197
NEXN	GO:0004683
EMB	GO:0005887
SLITRK3	GO:0007409
CDS1	GO:0005789
SGCD	GO:0016012
RBM20	GO:0000166
EHD3	GO:0005509
TRIM69	GO:0005634
NOX5	GO:0016175
CACNA1S	GO:0005245
FRMD4B	GO:0005856
GRK1	GO:0004672
RNF111	GO:0005634
CDS2	GO:0004605
KIAA1598	GO:0005515
FKRP	GO:0000139
GIGYF1	GO:0048009
RBM25	GO:0000166
ZFPM2	GO:0000122
ATP2A1	GO:0000166
NSMAF	GO:0005543
CASQ2	GO:0002027
SEC23B	GO:0000139
FSTL3	GO:0001503
MARC1	GO:0003824
CLMN	GO:0003779
TREML2	GO:0004872
AQP8	GO:0005623
CXorf40A	GO:0005515
ENPP7	GO:0004767
CARD17	GO:0004869
IL36A	GO:0005125
SCUBE2	GO:0005509
SLC28A3	GO:0001882
SCUBE1	GO:0005509
NLRP10	GO:0002827
SLC28A2	GO:0005415
TREX1	GO:0000738
BST1	GO:0003953
LACRT	GO:0001948
NPFF	GO:0001664
CYP4F8	GO:0005506
IL1RAP	GO:0004908
COMMD10	GO:0005515
PARP4	GO:0003677
OGFOD1	GO:0005506
TRDN	GO:0005102
CKM	GO:0004111
PHLPP2	GO:0003824
CHRDL1	GO:0001503
YRDC	GO:0003725
BAI2	GO:0004930
LCP2	GO:0005622
PSMD12	GO:0000082
ADNP	GO:0003677
TEAD4	GO:0003700
CHKB	GO:0004103
CPEB4	GO:0000166
NAGLU	GO:0004561
SH2B2	GO:0001725
ETV3	GO:0000122
BAI3	GO:0004930
SHC4	GO:0005886
NAIP	GO:0004842
RPS3	GO:0003723
ARF6	GO:0001726
MPP1	GO:0004385
NRK	GO:0000165
MAP2K6	GO:0000187
FYB	GO:0006955
STK25	GO:0004674
GLRX2	GO:0003756
NPTX1	GO:0005739
ASGR1	GO:0004873
NBAS	GO:0000956
NDUFB2	GO:0005747
TRERF1	GO:0001104
TUBGCP2	GO:0000226
CHMP2B	GO:0005622
ACTA2	GO:0005524
ADORA3	GO:0001609
POLG2	GO:0005739
FAM175B	GO:0005737
C8A	GO:0001848
CACYBP	GO:0005515
CREBZF	GO:0003700
COMMD7	GO:0005515
TSPAN10	GO:0016021
TGM4	GO:0018149
TRPC4	GO:0005262
KIAA0391	GO:0005739
PI3	GO:0004866
CDH6	GO:0005509
CCT7	GO:0005524
SERPINA10	GO:0005615
WDR12	GO:0000463
HNRNPUL1	GO:0006396
PHACTR1	GO:0003779
KCNJ2	GO:0005242
MYLPF	GO:0005509
FCN3	GO:0001867
TAS2R50	GO:0001580
C7	GO:0005576
TMTC3	GO:0005515
TCFL5	GO:0046983
GLRX	GO:0005634
LRRFIP1	GO:0003677
RPL34	GO:0000184
C6orf89	GO:0000139
TENM2	GO:0005102
MRAS	GO:0005525
DGKZ	GO:0004143
C8B	GO:0005579
ARFGAP1	GO:0005096
RPL14	GO:0003735
AP1M1	GO:0006886
HSP90AB2P	GO:0003674
MTFMT	GO:0004479
RPS8	GO:0000184
LMOD1	GO:0003779
AAK1	GO:0004672
STBD1	GO:0005515
PGAP1	GO:0005622
CRHR1-IT1	GO:0005576
B3GALT2	GO:0000139
RHOV	GO:0005515
SLC2A13	GO:0005351
SLC20A2	GO:0005315
SPATA8	GO:0005515
CUL9	GO:0006511
ADAMTS16	GO:0004222
USP24	GO:0004197
SGCZ	GO:0007517
ITSN2	GO:0005089
RHOU	GO:0000082
GRID2	GO:0004970
HSP90AA4P	GO:0003674
USP40	GO:0004197
FRMPD4	GO:0005856
ADI1	GO:0010309
NELL1	GO:0005509
IFT122	GO:0005929
SFXN2	GO:0015075
USP37	GO:0000082
LINGO2	GO:0016021
PRDM15	GO:0003676
TBC1D22A	GO:0005096
SH3RF1	GO:0006915
GAK	GO:0008152
ACMSD	GO:0001760
MCCC1	GO:0004075
UCHL3	GO:0004843
NDUFA1	GO:0005739
PDE1B	GO:0004114
TRAPPC4	GO:0005737
ALPPL2	GO:0004035
TMEM128	GO:0016021
RPL23A	GO:0000166
EIF2B3	GO:0009058
IL1RL2	GO:0004908
LINGO1	GO:0005154
ATP13A2	GO:0000166
CENPC	GO:0000776
CYTL1	GO:0002062
KANSL1	GO:0000123
DGKQ	GO:0005622
LRRK1	GO:0004672
EIF2B2	GO:0019509
TYW1B	GO:0003824
POLR3B	GO:0003677
IGSF5	GO:0005886
TXNL4B	GO:0000245
PXDNL	GO:0004519
TMEM175	GO:0005765
TPRG1	GO:0005737
SPPL2C	GO:0004190
OTOG	GO:0005198
TCEAL2	GO:0005634
BAG5	GO:0051087
GPR156	GO:0004965
DYNLT3	GO:0000777
PRX	GO:0003674
DAW1	GO:0005929
ULK2	GO:0000045
EXD2	GO:0003676
CYB5RL	GO:0005634
TMEM55A	GO:0005765
TRIM9	GO:0000149
PRRX2	GO:0002053
C5orf64	GO:0005576
EPS8L3	GO:0005737
CDNF	GO:0005576
GLUD2	GO:0004352
TMEM163	GO:0008270
DNAJC14	GO:0005654
ZNF646	GO:0003676
ATXN8	GO:0005634
STX1B	GO:0000149
HIVEP3	GO:0003677
SNRPF	GO:0000398
MCOLN1	GO:0005261
MAP1S	GO:0000226
PRRG4	GO:0003674
MAP2K3	GO:0000187
CSTL1	GO:0004869
TNPO2	GO:0005622
PDZRN4	GO:0008270
PRSS53	GO:0004252
ADAMTSL1	GO:0005578
HMGXB3	GO:0003677
CTIF	GO:0005737
COLGALT2	GO:0005515
SNX10	GO:0005768
PM20D1	GO:0003674
PACRG	GO:0001664
ENDOG	GO:0001701
ERMP1	GO:0006508
RPL6	GO:0003735
SLC41A1	GO:0005886
THAP1	GO:0003676
PCDH18	GO:0007155
PLEKHM1	GO:0005622
CDC14C	GO:0004725
CHORDC1	GO:0005515
FRMD4A	GO:0005856
GIGYF2	GO:0005737
AES	GO:0000122
HIST1H3A	GO:0000183
TRIQK	GO:0005789
HYI	GO:0008152
GNAI3	GO:0003924
NDUFS4	GO:0016651
STAP1	GO:0001784
OR9G9	GO:0004930
ARFGAP3	GO:0005096
RNF114	GO:0008270
UNC13B	GO:0005622
ITGA8	GO:0001656
HIVEP2	GO:0003677
PPP1R17	GO:0004865
KARS	GO:0003676
CAPN2	GO:0004198
GPR37	GO:0000151
CDCP2	GO:0005576
HS1BP3	GO:0035091
CYP20A1	GO:0005506
CDON	GO:0001708
ELAVL4	GO:0000166
SLC25A28	GO:0005743
PSMC4	GO:0000082
DUSP18	GO:0008138
UMODL1	GO:0005509
BOC	GO:0005515
PCCA	GO:0004075
CMAHP	GO:0005634
SPATA13	GO:0005089
ABI1	GO:0005737
GP9	GO:0005515
OR1L8	GO:0004930
TTC23	GO:0005515
PSMB7	GO:0004175
NOSTRIN	GO:0050999
OMG	GO:0005886
CRIP3	GO:0008270
SEC24A	GO:0006886
C19orf57	GO:0003674
SRPX	GO:0001845
SAMHD1	GO:0003676
DHX34	GO:0000184
TRMU	GO:0000049
SLC35B2	GO:0000139
UBR3	GO:0000151
TBCEL	GO:0005515
FERD3L	GO:0003677
DHX8	GO:0003676
GGCX	GO:0008488
KRT4	GO:0005198
SERPINA9	GO:0004867
LY6G5B	GO:0003674
TEKT4	GO:0005515
SP110	GO:0003682
ESD	GO:0018738
STXBP5	GO:0005737
KDM5D	GO:0003677
ZNF229	GO:0003676
HCST	GO:0005102
DUSP14	GO:0000188
VPS33B	GO:0005623
SPECC1	GO:0005634
IVD	GO:0003995
ANO9	GO:0005229
PKP3	GO:0005634
OR2M7	GO:0004930
CLEC4C	GO:0002223
NDUFAB1	GO:0006633
GLRX5	GO:0005634
EMC3	GO:0016020
INTS4	GO:0005515
ELAC1	GO:0034414
SEPT8	GO:0005525
AHCYL2	GO:0005829
CDK5RAP1	GO:0003824
ZNF740	GO:0003676
BBS9	GO:0016020
MXD3	GO:0046983
NAP1L4	GO:0005634
OXSM	GO:0003824
SLC34A1	GO:0001503
PDE6B	GO:0004114
PAPD7	GO:0003677
FERMT3	GO:0002102
AGBL3	GO:0004181
VWA8	GO:0005524
CREB5	GO:0003676
PIWIL4	GO:0003676
DHX35	GO:0004004
INTS10	GO:0016180
PPM1H	GO:0004721
ZNF805	GO:0003677
DMRT2	GO:0000987
LIN7C	GO:0006887
BTBD9	GO:0007616
CSMD2	GO:0005886
MEIS2	GO:0000122
FAM19A3	GO:0005576
UNC5B	GO:0005515
TRPT1	GO:0006388
LPHN3	GO:0004930
NAV2	GO:0005654
MBOAT1	GO:0005789
NDNL2	GO:0000781
HKDC1	GO:0001678
NXPH1	GO:0005102
UGT1A8	GO:0001972
RNF144B	GO:0000151
DOCK10	GO:0005085
CEP112	GO:0005737
NUDT22	GO:0005654
LARGE	GO:0008152
ZNF544	GO:0003676
UBE2V2	GO:0006301
SUPT3H	GO:0000124
ZBBX	GO:0005622
MYO5B	GO:0003774
PRTG	GO:0005615
ITGA11	GO:0001649
MAN2A2	GO:0004559
AASDHPPT	GO:0000287
GPATCH2L	GO:0005515
OTOL1	GO:0005576
SLC35F4	GO:0006810
MMP24	GO:0004222
RDH10	GO:0016491
TLL2	GO:0004222
NT5DC3	GO:0008253
DOC2B	GO:0005509
NBPF15	GO:0005737
SOX5	GO:0000981
DGKI	GO:0004143
TGFBRAP1	GO:0005160
ZNRD1	GO:0003676
APOBEC3G	GO:0000932
RNF39	GO:0005575
HCP5	GO:0006952
ZNF124	GO:0003676
NKAIN2	GO:0005886
ARSJ	GO:0008152
RORB	GO:0003700
MMADHC	GO:0009235
ZNF638	GO:0003676
DSCAML1	GO:0001709
POU6F2	GO:0003677
CFI	GO:0005044
TAS2R16	GO:0001580
CHN1	GO:0005622
MREG	GO:0016324
TRAF7	GO:0000122
GALR2	GO:0004966
LARP7	GO:0000166
C4orf3	GO:0016021
POU3F4	GO:0003680
MPDZ	GO:0005515
SURF1	GO:0016020
THSD7B	GO:0016021
OR52A1	GO:0004888
CYP2U1	GO:0005506
HAAO	GO:0000334
KIAA0040	GO:0005515
RGS19	GO:0001965
PHF3	GO:0008270
PUS10	GO:0001522
SERINC2	GO:0006658
ARHGAP15	GO:0007165
SYNPO2	GO:0003779
PTPRB	GO:0004725
CNTN4	GO:0005576
ITPRIPL2	GO:0016021
MBNL2	GO:0000381
SEC24B	GO:0000139
AP1AR	GO:0001920
TGOLN2	GO:0005654
ANKS1A	GO:0005515
SEC24D	GO:0006886
DYNC1I1	GO:0005868
VWC2L	GO:0005615
MYOZ2	GO:0003779
GSTCD	GO:0003674
MAP3K9	GO:0004672
WDR7	GO:0005515
FSHB	GO:0005179
KIF13B	GO:0003777
GLRB	GO:0001964
EHBP1	GO:0005737
METTL14	GO:0006139
RRH	GO:0004930
ZNF699	GO:0003677
TESK2	GO:0004672
DDHD1	GO:0046872
UBE2D3	GO:0008152
NKAIN1	GO:0005886
CAPN7	GO:0004198
MICU3	GO:0005509
GABRA2	GO:0004890
ERC1	GO:0048786
PRSS12	GO:0004252
IPO11	GO:0005622
LHX6	GO:0003700
OPA3	GO:0005739
DDO	GO:0016641
CCDC109B	GO:0005739
IMPG1	GO:0005201
DHRS9	GO:0004022
GAR1	GO:0001522
CKAP2L	GO:0000922
GABRG1	GO:0004890
ADH6	GO:0004024
CXXC4	GO:0003677
RFX4	GO:0003677
MYL5	GO:0005509
TSPAN2	GO:0016021
OPRL1	GO:0001626
PCNX	GO:0016021
BDH2	GO:0005737
